Hours_Studied,Attendance,Previous_Score,Assignments_Completed,Pass
12.0,73,55,0,0
3.7,68,77,8,1
4.8,83,90,4,1
8.5,89,100,3,1
8.8,43,45,0,0
3.0,51,30,8,0
6.7,44,77,2,0
9.3,47,96,7,1
1.3,100,41,2,0
11.5,63,53,5,1
10.6,70,48,7,1
7.9,54,71,7,1
5.4,52,43,9,0
2.6,44,53,6,0
5.0,82,30,4,0
1.7,75,46,0,0
6.1,62,49,2,0
1.4,55,58,6,0
7.5,85,71,0,0
1.6,90,55,5,0
8.2,53,41,5,0
8.3,76,40,6,1
9.8,99,99,6,1
5.4,63,99,7,1
9.0,66,94,5,1
7.4,96,35,2,0
3.2,90,66,5,1
2.9,50,30,7,0
10.3,68,77,6,1
3.5,74,96,2,1
10.4,93,79,3,1
10.8,62,81,9,1
11.1,80,30,6,0
2.8,78,57,8,1
3.8,49,52,4,0
5.1,73,34,3,0
4.9,53,69,4,1
5.0,82,59,4,0
5.7,53,83,10,1
10.1,54,31,10,1
7.2,71,36,4,0
10.7,74,81,4,0
2.8,91,60,5,1
3.9,67,68,10,1
4.1,91,70,10,1
5.1,61,46,8,1
3.3,90,73,9,1
10.4,69,46,1,0
5.7,62,57,3,0
4.0,76,48,7,1
0.3,71,62,8,1
9.7,78,76,2,0
1.1,53,50,0,0
3.2,82,71,1,0
0.8,61,61,1,0
11.5,45,56,2,0
3.9,69,77,2,0
2.7,54,30,7,0
3.9,74,50,9,1
7.2,78,99,10,1
8.7,80,54,7,1
11.2,41,64,8,1
2.9,62,72,3,0
5.6,54,80,9,1
4.2,92,80,0,1
11.9,42,68,6,0
9.8,50,92,2,0
2.9,62,70,6,0
4.0,90,55,6,1
10.3,64,60,3,1
5.6,80,38,4,0
1.4,53,63,8,1
9.6,68,74,3,0
9.1,99,74,6,1
11.7,79,97,8,1
8.4,71,83,2,1
11.1,74,73,2,1
5.7,43,61,5,1
1.5,88,57,10,1
10.8,68,72,2,0
8.9,70,34,7,1
4.3,73,71,9,1
9.2,85,83,4,1
3.4,63,97,2,1
4.8,72,55,4,0
6.5,74,78,5,1
8.7,58,99,2,1
5.0,99,66,10,1
0.1,95,81,10,1
2.6,54,58,10,1
7.0,45,80,7,1
1.5,50,54,3,0
3.5,73,56,8,1
7.8,74,78,9,1
7.9,60,40,10,0
8.0,91,84,6,1
4.0,94,75,0,0
7.8,93,42,6,1
11.2,84,81,5,1
7.7,71,58,6,0
9.1,41,100,1,1
0.1,64,82,4,0
5.6,75,85,4,1
8.2,93,56,0,0
5.8,93,77,10,1
3.2,63,92,10,1
0.0,92,48,4,0
11.6,85,48,2,0
11.6,66,51,10,1
3.4,97,44,9,1
6.7,75,32,5,0
7.4,48,96,2,1
2.3,81,99,5,1
6.8,99,54,9,1
8.2,74,86,10,1
2.6,53,48,1,0
0.5,53,61,8,0
3.6,72,86,7,1
9.6,92,80,2,0
5.8,77,62,2,1
7.8,74,83,4,1
5.8,88,96,4,1
2.5,85,78,0,0
1.0,53,40,1,0
9.8,68,30,5,0
3.9,76,96,2,1
6.8,73,76,1,0
0.3,48,66,2,0
11.0,77,48,1,0
3.4,93,30,1,0
4.4,66,98,0,0
9.4,53,41,7,0
11.6,64,32,3,0
5.6,97,67,3,1
9.2,57,98,2,1
6.6,69,45,9,1
8.5,88,51,0,0
10.9,57,66,0,0
8.7,63,81,2,0
3.4,83,100,4,1
8.0,96,94,9,1
0.9,94,41,1,0
4.6,50,89,7,1
8.8,61,49,4,0
9.7,45,55,9,1
8.8,75,30,7,0
2.0,56,83,9,1
6.8,50,80,0,0
7.3,96,48,2,0
0.9,59,50,0,0
3.0,99,75,7,1
5.1,58,47,10,1
6.2,66,76,5,1
10.3,40,85,7,1
0.4,95,56,5,0
1.0,90,34,9,0
1.1,81,32,9,0
6.3,91,41,1,0
1.6,66,94,6,1
11.0,74,55,0,0
11.0,81,50,6,0
7.6,70,97,10,1
11.9,74,97,8,1
5.1,48,63,2,0
11.5,43,90,0,0
11.1,50,53,10,1
4.6,42,38,7,0
1.5,52,87,0,0
9.9,72,44,2,0
5.1,63,38,4,0
1.3,88,71,4,0
3.1,46,72,5,1
6.1,97,81,10,1
9.8,87,35,4,0
8.8,70,56,7,1
8.8,97,45,1,0
6.9,88,97,6,1
7.8,90,66,8,1
8.8,82,38,2,0
7.6,44,81,8,1
0.7,67,79,8,1
10.2,67,90,3,1
8.0,90,50,7,1
2.0,66,74,5,0
5.8,74,57,9,1
9.6,68,88,9,1
1.8,42,35,1,0
8.0,49,79,2,0
11.2,90,95,10,1
3.7,92,35,0,0
8.1,63,75,6,1
2.1,76,69,4,0
0.6,52,84,7,1
6.6,65,62,10,1
10.1,46,45,9,0
10.2,81,85,2,1
6.0,43,81,6,1
2.7,87,98,6,1
0.8,61,62,9,1
1.3,56,71,0,0
4.1,97,75,9,1
4.6,68,95,3,1
9.9,67,77,7,1
11.5,89,35,6,0
4.7,45,93,7,1
4.2,93,55,6,1
1.5,85,41,2,0
3.2,94,63,3,0
0.0,63,91,7,1
8.5,54,63,1,0
0.4,55,88,2,1
8.1,54,76,9,1
2.1,56,61,5,0
1.0,88,48,7,1
1.3,45,37,9,0
8.3,63,81,6,1
10.4,70,58,0,0
6.3,43,70,8,0
0.4,93,41,3,0
2.3,72,77,0,0
4.3,81,40,2,0
10.4,45,39,8,1
6.3,97,30,10,1
8.9,89,34,7,1
0.4,56,50,9,1
9.1,73,91,2,0
12.0,74,89,1,1
5.4,62,90,2,0
2.8,86,46,4,0
11.2,82,83,0,0
4.2,86,33,6,0
8.1,100,93,4,1
2.5,70,61,0,0
8.1,85,47,1,0
7.4,51,73,0,0
2.9,79,84,2,1
7.0,62,92,9,1
8.8,59,59,7,0
3.8,72,99,4,1
3.3,44,98,7,1
6.9,69,74,8,1
1.5,42,39,5,0
8.1,40,88,7,1
11.2,58,55,3,0
7.1,84,58,5,1
1.7,91,42,6,0
5.6,65,82,8,1
9.7,42,90,1,0
11.0,82,39,9,1
11.7,66,87,9,1
2.1,88,77,6,1
4.2,82,94,5,1
3.3,85,79,1,1
0.8,96,91,2,1
3.2,99,68,6,1
9.5,54,34,4,0
6.0,44,92,4,1
4.6,96,34,8,0
11.2,61,37,4,0
11.0,89,32,5,0
11.2,69,87,4,1
3.7,50,32,8,0
10.3,74,30,9,1
4.3,88,45,3,0
11.9,56,42,7,0
6.3,69,57,10,1
9.4,59,34,8,0
10.9,64,36,9,0
0.4,93,66,4,1
6.3,94,89,5,1
3.5,86,81,4,0
0.5,63,64,1,0
10.7,90,49,3,0
4.9,56,54,6,0
10.2,69,53,2,0
9.4,51,71,7,1
0.7,84,75,1,0
5.0,49,95,2,0
3.9,93,59,3,0
2.1,78,31,4,0
5.1,57,41,2,0
9.0,67,34,5,0
7.5,58,85,10,1
4.6,93,88,6,1
8.5,69,83,3,1
3.7,89,70,7,1
9.0,52,90,8,1
1.0,65,67,4,0
4.3,91,67,1,1
4.0,48,52,9,1
5.1,78,74,4,0
1.2,42,77,4,0
2.3,55,31,3,0
3.8,72,38,9,1
10.7,75,45,5,0
3.2,91,69,6,1
7.0,52,90,7,1
0.9,53,44,6,0
8.0,61,35,5,0
1.4,44,64,9,1
1.8,50,73,7,0
9.9,64,69,7,1
4.6,45,100,9,1
7.9,85,78,5,1
1.9,82,73,3,1
2.7,94,54,0,0
10.3,70,58,9,1
0.9,49,58,3,0
6.0,91,37,6,0
7.3,52,69,10,1
4.5,43,45,8,0
0.1,96,53,9,1
2.8,69,97,0,1
9.6,44,59,2,0
10.8,90,51,8,1
9.2,44,65,4,0
0.7,61,53,2,0
2.4,40,93,4,1
6.7,40,83,4,0
5.1,55,66,5,0
11.7,69,96,5,1
5.8,56,65,0,0
5.0,78,39,4,0
6.9,48,91,8,1
8.2,72,87,9,1
7.4,51,54,7,0
6.2,93,70,0,0
8.5,93,76,6,1
1.9,84,43,6,0
9.3,90,89,10,1
10.6,76,45,0,0
10.2,76,65,7,1
6.4,55,88,6,1
5.9,56,40,5,0
3.8,97,79,4,1
8.3,95,84,6,1
9.1,47,92,1,1
4.7,73,33,1,0
5.4,50,75,8,1
3.6,89,93,7,1
10.4,57,78,0,0
6.2,57,89,0,0
9.3,66,71,9,1
1.5,99,49,9,1
0.2,93,57,5,1
4.1,90,64,9,1
3.2,88,94,9,1
9.9,98,82,10,1
7.9,84,32,0,0
6.6,54,53,10,1
6.9,75,32,5,0
5.6,62,65,4,0
11.7,93,32,1,0
7.2,53,49,9,1
10.4,72,50,1,0
3.2,78,85,3,1
3.7,97,32,4,0
4.0,87,69,8,1
4.5,84,71,3,1
7.2,70,81,10,1
1.7,64,37,0,0
8.1,68,86,8,1
4.6,59,79,5,0
4.4,91,42,3,0
6.8,89,95,5,1
10.1,88,84,6,1
9.2,93,68,7,1
4.6,83,57,5,1
7.3,53,56,2,0
7.1,91,32,0,0
10.3,86,89,6,1
10.8,100,87,6,1
3.2,71,62,3,0
4.6,89,81,7,1
11.5,57,66,10,1
6.0,93,84,3,1
1.5,68,54,4,0
10.6,59,83,5,1
3.8,58,78,4,1
3.3,59,49,8,0
3.2,77,68,1,0
9.7,48,36,8,0
10.1,67,76,2,1
4.0,70,87,6,1
9.9,76,45,9,1
7.1,82,93,6,1
3.0,61,72,10,1
1.1,83,57,3,0
11.1,85,53,7,1
2.5,60,40,10,1
9.7,91,45,7,1
3.9,82,87,3,0
0.4,66,58,9,1
5.2,88,61,3,0
11.0,61,66,5,1
6.9,50,72,1,0
0.6,85,75,8,1
0.1,80,32,3,0
5.7,51,41,8,0
2.8,96,42,9,1
10.9,96,95,2,1
8.1,53,56,9,1
4.8,92,96,0,0
11.5,91,43,8,1
5.9,89,81,0,1
9.0,73,46,5,0
5.7,64,52,7,0
1.5,46,58,6,0
9.6,99,61,4,0
9.2,42,47,3,0
9.1,90,37,1,0
6.0,66,88,6,1
1.6,49,87,9,1
1.9,79,45,3,0
7.6,55,92,0,0
9.6,67,69,8,1
2.2,98,82,5,1
3.0,98,82,7,1
9.8,73,93,4,1
9.1,55,50,1,0
7.7,75,82,3,0
8.5,75,73,0,0
0.5,52,51,8,0
3.2,47,61,5,0
11.5,58,92,5,1
0.7,57,88,8,1
10.3,92,66,3,0
1.5,70,64,8,1
5.4,95,63,6,1
2.7,94,52,0,0
3.7,87,31,7,0
8.5,59,49,8,0
1.9,93,67,10,1
0.1,62,57,5,0
8.4,94,84,2,1
7.6,99,35,5,0
5.1,44,65,0,0
3.4,42,75,0,0
4.8,62,96,7,1
9.8,62,74,0,0
11.6,86,30,8,0
3.6,74,32,8,0
4.6,48,81,7,1
3.0,97,41,6,0
9.0,71,60,3,0
2.7,59,85,5,0
5.7,69,69,0,0
7.9,75,94,5,1
8.7,66,52,9,1
9.1,82,46,2,0
8.8,74,83,7,1
4.7,100,31,6,1
4.1,51,64,9,1
9.5,49,36,7,0
3.5,53,65,3,0
7.0,54,59,9,1
0.1,51,31,9,0
9.3,71,58,9,1
11.9,62,52,4,1
10.1,40,35,5,0
1.1,98,63,2,0
0.0,88,58,9,1
0.5,76,81,2,1
0.9,91,45,4,0
6.4,51,36,7,1
9.6,70,93,9,1
5.3,82,58,3,0
8.2,56,31,10,1
10.7,52,94,7,1
2.1,49,49,3,0
7.6,53,88,1,0
1.9,92,97,9,1
2.3,58,30,3,0
5.9,92,41,5,1
2.3,41,71,8,1
3.1,69,68,9,1
5.2,89,61,9,1
11.6,96,81,5,1
2.0,42,51,3,0
11.8,41,39,6,0
8.5,87,95,0,0
0.5,84,67,1,0
5.1,99,57,5,0
3.7,89,77,6,1
6.0,95,64,3,1
0.5,100,39,3,0
0.8,44,82,6,1
5.5,82,61,7,1
1.5,85,48,1,0
9.0,75,48,10,1
6.1,97,50,7,1
8.6,73,61,0,0
3.3,81,87,8,1
11.1,85,43,1,0
9.1,70,45,3,0
4.4,83,52,8,1
5.7,64,69,7,1
8.0,77,38,1,0
5.3,86,59,7,1
1.6,98,71,9,1
10.4,59,55,5,1
11.4,62,35,10,0
3.1,61,34,5,0
6.9,48,60,10,1
10.2,43,54,4,0
3.3,84,83,4,1
2.1,77,93,8,1
7.4,100,51,7,1
6.6,64,93,1,1
7.4,50,41,7,0
9.0,94,70,8,1
1.5,64,35,6,0
1.8,66,80,6,1
11.8,54,80,9,1
7.3,59,56,9,1
3.3,65,74,5,1
3.0,83,81,0,1
7.6,69,94,6,1
1.5,90,97,8,1
9.6,64,100,4,1
3.0,43,77,7,0
4.8,98,69,3,1
6.6,42,53,1,0
0.9,97,43,3,0
1.4,58,51,1,0
2.9,59,51,10,1
6.8,78,33,9,0
5.0,45,43,3,0
7.5,83,91,0,1
11.1,52,42,7,0
7.6,41,65,0,0
2.9,90,100,5,1
0.8,91,98,2,1
4.1,41,31,5,0
6.5,98,42,4,0
7.1,83,68,5,1
0.0,60,60,7,0
8.8,61,68,1,0
6.2,91,82,1,0
10.8,71,45,5,0
7.3,59,60,8,1
4.1,65,72,7,0
2.1,80,82,4,1
10.5,73,92,8,1
4.4,59,62,6,1
1.4,44,90,5,1
6.1,60,73,7,1
9.0,87,53,8,1
10.7,42,77,3,0
4.6,60,68,4,0
2.9,54,62,3,0
8.6,80,62,4,0
2.3,93,100,2,1
1.5,92,52,9,1
6.7,56,65,4,0
1.3,64,70,0,0
11.9,98,76,8,1
6.8,41,91,4,0
4.1,43,51,6,0
9.8,59,30,5,0
4.6,47,95,5,1
7.2,89,46,10,1
11.2,46,34,4,0
0.9,72,45,5,0
6.2,87,30,3,0
3.8,59,63,0,0
7.6,98,34,7,1
5.2,100,81,2,1
5.9,46,89,9,1
4.0,93,81,7,1
8.2,51,67,10,1
0.6,57,50,0,0
8.8,62,84,4,0
7.6,77,100,8,1
11.5,92,77,3,1
9.9,54,94,5,1
3.5,54,35,0,0
8.7,44,41,6,0
4.0,54,95,2,1
3.6,97,47,4,1
4.5,96,56,2,1
8.4,83,38,8,1
7.3,79,89,1,1
8.2,40,77,10,1
11.3,83,37,9,1
7.0,84,71,1,0
2.1,67,90,1,0
9.7,72,67,1,0
2.0,54,42,10,1
8.5,98,56,0,0
7.5,84,80,0,0
4.5,49,82,9,1
0.9,78,49,6,1
1.3,50,75,5,0
9.6,93,70,5,1
0.0,42,91,8,1
7.1,74,45,0,0
6.5,72,80,4,1
3.9,69,78,3,0
7.4,42,85,2,0
10.6,40,85,5,1
2.3,87,57,9,1
1.0,54,75,1,0
3.8,47,87,6,1
3.1,98,99,3,1
9.0,65,88,8,1
1.4,62,48,6,1
1.7,89,60,1,0
11.5,40,71,8,0
4.5,64,53,0,0
6.7,84,39,10,1
11.3,53,78,5,1
4.9,61,65,0,0
3.2,59,53,1,0
11.5,67,72,7,1
5.9,43,31,9,0
8.2,60,64,0,0
11.4,41,90,8,1
1.2,87,94,3,1
1.0,43,78,2,0
11.2,47,92,1,1
7.1,86,79,1,1
9.3,64,68,4,1
5.1,59,72,4,1
10.7,55,90,7,1
8.5,64,47,7,1
6.9,85,42,2,0
7.2,95,43,10,1
1.6,73,75,2,0
8.7,75,93,8,1
0.9,98,77,10,1
3.9,100,47,10,1
11.9,53,92,1,0
11.4,44,64,1,0
7.8,45,70,9,1
10.8,79,31,3,0
8.9,82,79,4,1
2.3,57,95,5,1
2.7,42,85,7,1
2.1,41,65,5,0
3.8,71,33,4,0
7.0,80,54,8,1
1.3,58,96,8,1
1.9,80,53,10,1
8.8,86,97,1,1
10.0,42,75,5,1
4.0,72,49,0,0
11.7,54,49,7,0
3.2,98,97,0,1
11.2,54,31,8,1
7.0,47,32,1,0
7.8,50,51,5,0
9.4,56,85,6,1
8.1,44,77,7,1
1.5,75,99,3,1
4.0,69,35,4,0
1.9,45,41,2,0
5.4,57,41,6,0
7.4,59,42,0,0
0.8,64,90,6,1
6.9,68,70,4,1
2.2,59,62,10,1
6.6,51,62,10,1
7.5,57,47,2,0
10.3,46,89,3,1
9.5,86,87,1,1
10.5,90,80,4,1
8.7,80,99,0,1
7.6,96,54,7,1
0.9,86,88,3,1
8.6,69,62,10,1
0.5,99,70,6,1
8.1,92,74,1,0
5.7,57,79,1,0
9.3,40,64,2,0
7.0,94,67,9,1
11.6,55,37,4,0
11.2,66,77,8,1
0.8,69,34,2,0
9.4,98,62,8,1
10.5,50,38,4,0
10.7,43,56,2,0
1.7,81,69,8,1
11.3,43,31,3,0
0.3,51,78,6,1
2.6,73,50,1,0
1.3,85,63,8,1
5.7,62,76,1,0
0.3,86,39,0,0
11.2,86,81,5,1
7.6,65,47,5,0
2.4,63,79,7,1
6.0,81,33,1,0
10.9,74,48,9,1
2.7,100,44,4,0
5.4,100,53,4,1
5.3,54,91,8,1
6.8,58,61,3,0
3.0,60,96,5,1
8.9,96,89,10,1
7.8,52,86,4,1
6.8,77,100,1,1
2.2,96,63,6,1
11.6,51,76,4,0
7.4,80,56,9,1
6.8,75,36,2,0
4.4,98,62,5,1
5.2,55,96,3,0
2.7,93,64,4,1
6.3,82,51,10,1
1.6,48,30,10,1
9.1,77,45,8,0
3.3,95,61,3,1
10.1,64,73,1,0
3.8,62,50,0,0
4.4,68,48,4,0
0.7,86,81,7,1
6.2,81,59,0,0
9.7,47,95,7,1
9.8,62,100,0,0
8.6,68,83,9,1
8.9,77,62,6,1
4.5,100,40,7,1
8.3,53,59,7,1
9.7,93,51,1,0
5.9,91,43,6,0
1.5,56,79,2,0
9.6,55,46,0,0
7.6,95,82,8,1
10.1,53,96,1,1
7.3,44,33,3,0
0.7,52,73,3,0
5.4,44,30,0,0
8.4,71,92,6,1
10.7,49,66,4,0
9.7,43,87,0,0
0.4,55,30,2,0
11.6,47,71,7,0
7.4,84,36,8,1
7.0,49,42,0,0
9.3,100,60,1,0
0.1,69,100,3,1
12.0,57,49,0,0
9.1,95,69,1,0
3.7,46,45,4,0
9.4,88,86,8,1
4.5,59,75,10,1
3.8,45,62,5,0
6.9,63,53,7,0
8.1,68,42,8,0
11.6,53,58,10,1
0.4,51,70,2,0
6.8,78,83,8,1
10.3,46,75,6,1
8.7,99,100,10,1
6.0,54,100,0,0
0.5,46,52,9,0
8.0,54,85,6,1
7.9,55,65,4,0
5.3,94,49,3,1
2.8,59,80,0,0
2.3,92,66,0,1
11.1,42,41,10,0
5.7,85,59,9,1
4.7,61,40,9,1
11.3,65,75,10,1
1.9,99,75,5,1
2.0,88,36,0,0
7.3,69,66,4,0
5.2,65,88,6,1
2.4,57,54,5,0
3.0,80,99,3,1
1.5,80,81,8,1
10.3,55,57,9,1
2.8,76,92,8,1
8.8,66,35,7,1
1.6,56,68,10,1
4.1,44,36,4,0
8.7,68,73,5,0
10.2,40,96,6,1
10.5,91,97,3,1
7.3,97,44,1,0
5.9,52,52,0,0
0.4,99,57,7,1
1.4,91,48,2,0
11.9,71,73,5,1
11.7,51,32,9,0
2.4,98,59,7,1
5.8,62,81,3,1
4.9,85,88,4,1
4.0,59,90,10,1
8.0,90,86,8,1
1.5,98,62,8,1
7.1,40,89,9,1
1.1,77,59,5,0
5.1,89,69,4,0
0.6,70,85,10,1
7.8,91,52,4,0
9.7,90,66,2,0
10.4,54,93,7,1
10.9,41,87,5,0
2.9,83,79,5,1
3.8,52,97,7,1
9.9,69,75,5,0
11.0,69,98,10,1
3.8,40,74,7,1
11.9,85,75,10,1
5.1,63,59,1,0
7.1,96,48,2,0
0.1,52,74,5,1
5.3,93,93,10,1
3.8,64,52,9,1
11.2,94,81,2,1
0.4,48,56,7,1
6.4,74,50,5,0
11.6,71,55,3,1
2.0,87,61,7,1
5.6,87,88,6,1
4.8,75,61,7,1
8.3,70,83,0,0
11.5,89,47,7,1
10.2,55,30,9,0
4.4,65,64,3,0
11.6,61,46,5,0
0.7,92,34,9,0
1.7,57,100,0,0
8.3,89,41,2,0
7.0,40,65,8,0
7.4,72,78,5,1
8.9,63,41,5,0
9.7,42,36,7,0
11.6,87,45,2,0
1.7,51,84,9,1
10.1,85,30,9,0
3.8,77,79,2,1
9.0,81,52,8,1
4.7,68,32,9,0
8.4,67,81,6,1
10.8,79,37,9,1
9.7,56,56,3,0
7.2,44,54,1,0
6.9,96,67,4,1
6.5,76,31,7,0
8.4,72,56,8,1
10.5,68,62,3,1
6.2,61,88,6,1
5.9,63,44,8,1
9.9,52,88,1,0
9.9,75,33,4,0
10.0,44,70,0,0
1.8,85,60,2,0
11.8,62,51,8,1
3.2,65,91,2,1
2.6,80,82,9,1
3.0,89,65,6,1
11.0,41,78,2,0
11.4,88,48,0,0
6.4,69,94,7,1
2.3,98,85,3,1
1.1,82,68,2,0
10.1,51,80,2,1
1.2,61,34,0,0
10.0,83,32,6,0
11.1,42,71,8,1
2.1,61,83,9,1
7.6,89,70,4,0
4.9,49,70,10,1
4.2,59,82,8,1
10.5,93,50,5,1
11.6,67,39,1,0
5.5,42,66,2,0
2.8,97,64,3,1
10.5,91,37,0,0
8.2,66,79,4,0
1.0,87,56,10,1
2.9,84,84,9,1
2.4,62,41,10,0
6.5,78,75,6,1
11.4,66,83,9,1
6.8,89,50,2,0
0.4,98,77,0,1
9.4,96,90,3,1
3.0,69,57,0,0
10.1,91,40,3,0
5.5,88,83,6,1
1.6,85,38,9,1
7.7,77,64,9,1
8.7,59,41,8,0
10.6,52,73,3,0
10.9,47,73,7,1
2.7,41,53,6,0
0.7,89,31,6,0
8.5,62,52,9,1
6.4,74,98,4,1
11.3,99,39,10,1
0.3,53,30,1,0
5.9,44,83,1,0
4.9,46,48,10,1
5.0,56,93,9,1
1.8,44,68,7,0
5.1,46,75,2,0
10.9,71,63,7,1
3.6,66,68,7,1
12.0,91,44,8,1
12.0,63,71,7,1
0.3,75,41,10,1
1.8,47,47,6,0
7.6,77,60,7,1
4.6,42,38,9,0
6.0,83,57,9,1
8.6,62,89,9,1
9.6,59,64,8,1
10.8,50,48,2,0
9.4,82,97,5,1
1.6,56,42,0,0
10.1,69,51,0,0
5.6,40,42,7,0
8.0,53,64,7,1
3.5,86,78,0,0
2.4,87,89,2,1
3.6,42,70,5,1
2.6,94,87,10,1
5.2,69,95,10,1
2.9,87,51,8,1
7.3,84,44,0,0
1.8,52,55,2,0
2.7,73,92,3,0
2.9,52,61,9,1
7.4,56,37,4,0
7.4,42,98,2,1
11.0,52,71,2,0
5.4,44,87,6,1
8.6,87,34,7,1
9.2,60,73,8,1
9.7,57,38,9,0
9.9,92,47,1,0
9.6,64,57,9,1
11.6,74,66,5,1
8.0,45,52,7,0
5.5,79,86,10,1
8.4,87,53,2,0
8.4,92,45,6,0
8.6,71,84,4,1
4.6,58,42,8,0
10.3,58,63,8,1
7.4,49,94,0,0
3.1,63,62,9,1
0.4,41,66,8,1
7.7,54,69,2,0
5.6,60,53,9,1
5.4,88,64,2,0
2.6,74,93,2,0
7.9,45,85,1,0
7.4,47,63,7,1
7.3,91,50,6,1
8.5,46,55,1,0
7.5,76,50,7,0
0.3,56,53,5,0
9.4,89,74,3,1
4.6,47,95,5,0
4.1,60,65,7,1
2.5,66,93,3,0
2.8,42,91,2,0
9.3,98,83,1,0
1.7,41,63,7,1
6.8,44,37,7,0
10.0,71,95,4,1
1.5,85,94,10,1
3.6,77,97,10,1
3.6,70,46,8,1
6.0,85,66,1,1
6.8,88,92,1,1
7.0,73,86,4,1
11.3,48,85,4,1
4.4,80,84,10,1
6.7,91,46,3,0
11.0,51,30,5,0
8.6,66,75,0,0
3.6,68,64,5,1
5.8,74,71,4,0
8.6,58,70,7,1
10.1,64,74,5,1
6.7,51,72,6,0
3.1,76,85,6,1
2.3,76,56,5,0
6.1,60,92,0,0
3.0,59,77,1,0
7.3,49,91,7,1
1.9,43,77,0,0
1.3,43,39,0,0
0.9,63,33,5,0
4.2,41,36,2,0
7.1,94,67,7,1
5.6,83,97,6,1
8.4,84,61,7,1
4.0,74,73,10,1
4.7,62,41,6,0
6.3,89,67,3,1
10.7,72,43,6,0
7.3,83,40,6,0
11.6,76,69,8,1
0.4,55,70,6,1
9.4,68,91,3,1
8.7,54,40,9,1
3.9,80,89,3,1
11.7,63,51,8,1
7.7,97,53,10,1
4.3,47,44,3,0
10.0,55,55,0,0
3.6,61,56,9,1
6.9,50,49,8,0
11.3,45,57,0,0
8.5,87,49,3,0
1.9,68,52,3,0
11.4,43,92,2,1
6.7,93,47,9,1
10.8,85,44,9,1
11.1,79,45,4,0
11.5,59,40,10,1
4.8,52,84,3,1
11.9,43,70,5,0
9.7,46,49,8,1
8.5,69,44,8,0
9.6,84,77,4,1
5.9,58,77,5,0
0.9,52,59,8,0
0.4,85,71,6,1
3.9,94,65,0,0
6.6,55,36,5,0
6.7,59,73,10,1
7.3,95,74,2,0
11.1,55,93,5,1
11.7,81,34,8,1
0.4,92,31,7,1
5.0,40,74,7,0
3.5,71,56,6,1
8.9,65,51,6,0
8.4,89,65,8,1
2.1,90,90,9,1
2.6,53,78,8,1
10.4,91,57,2,0
11.5,81,71,6,1
4.2,93,64,1,0
2.3,40,68,1,0
4.7,91,100,4,1
8.3,94,97,10,1
7.3,56,53,2,0
0.6,40,86,9,1
6.4,85,81,5,1
6.0,83,60,5,1
9.0,78,38,5,0
10.6,45,99,7,1
10.5,45,92,3,1
3.2,91,59,9,1
1.2,83,100,0,1
0.8,92,70,10,1
0.7,61,53,2,0
6.1,86,74,4,1
4.7,83,67,7,1
7.1,97,30,8,1
11.3,89,55,3,0
5.5,70,89,0,1
3.5,68,75,7,1
7.0,53,69,8,1
3.1,75,39,3,0
5.4,60,84,3,1
7.1,61,59,0,0
2.4,58,56,10,1
4.6,44,70,8,1
1.9,44,96,1,0
0.7,97,82,1,0
6.6,66,62,0,0
1.9,46,87,6,1
7.3,90,30,4,0
3.4,41,88,9,1
6.0,42,51,8,0
5.8,55,67,10,1
6.9,100,95,0,0
6.8,41,90,3,1
5.6,55,68,4,0
1.1,62,40,1,0
8.7,68,64,3,0
10.9,48,99,3,1
0.9,51,80,1,0
8.8,57,35,8,0
9.8,76,37,5,1
9.9,67,61,9,1
8.6,49,80,8,1
8.2,52,69,9,1
6.6,70,87,5,1
9.3,52,58,2,0
1.4,88,38,8,0
1.7,51,63,7,0
7.9,87,85,8,1
8.5,45,67,9,1
7.4,79,71,2,1
2.4,99,39,9,0
2.4,52,92,8,1
9.3,62,55,8,0
10.3,53,66,4,0
1.3,44,50,7,1
10.9,94,60,4,0
2.9,43,31,9,0
9.9,65,89,4,1
1.7,48,81,3,0
1.2,55,77,10,1
3.6,47,45,4,0
11.5,56,64,10,1
3.1,63,94,2,1
9.8,46,54,4,0
5.6,83,37,6,0
10.2,68,33,4,0
4.7,67,50,6,0
3.5,83,41,2,0
8.1,76,32,0,0
11.7,59,47,3,0
4.9,80,50,10,1
11.3,56,48,3,0
10.1,53,89,6,1
7.5,41,92,1,0
10.4,50,78,8,1
10.3,73,31,3,0
2.2,90,71,7,1
11.0,49,92,2,1
3.3,53,63,0,0
10.4,73,82,7,1
3.7,64,63,0,0
3.0,42,89,8,1
1.1,96,65,2,0
8.4,92,99,2,1
9.5,70,41,2,0
0.0,92,99,9,1
7.7,64,79,9,1
3.5,52,44,6,0
1.7,52,87,6,0
11.7,53,57,2,0
8.1,99,46,9,1
7.2,78,82,1,1
4.7,73,90,0,0
6.9,90,91,0,1
4.5,60,64,2,0
10.2,61,47,2,0
8.8,97,57,8,1
10.2,70,74,0,0
3.0,67,92,7,1
8.8,52,79,6,1
7.5,88,36,4,0
0.6,74,96,8,1
0.0,40,49,3,0
2.3,50,99,2,0
3.4,68,30,4,0
4.7,100,97,10,1
2.0,81,60,5,1
11.9,41,53,4,0
7.0,40,42,5,0
5.1,85,97,6,1
11.7,80,88,6,1
1.4,86,38,7,1
4.9,62,40,1,0
5.0,57,59,6,0
7.3,55,62,4,1
1.7,73,61,10,1
5.2,60,93,6,1
